DEPTO,DOMINIO,AREA,UPM,NO_HOGAR,FACTOR,POBREZA,TOTAL_PERS,PPB01,PPB02,PPB03,P01A01,P01A02,P01A03,P01A04,P01A05A,P01A05B,P01A05C,P01A05D,P01A05E,P01A05F,P01A06,P01B01,P01B02,P01B03,P01C01,P01C02A,P01C02B,P01C02C,P01C02D,P01C02E,P01C02F,P01C02G,P01C02H,P01C02I,P01C02J,P01C02K,P01C02L,P01C02M,P01C03A,P01C03B,P01C03C,P01C03D,P01C03E,P01C03F,P01C04,P01D01,P01D02,P01D03,P01D04,P01D05,P01D06,P01D07,P01D08,P01D09,P01D10,P01D11,P01D12,P01D13A,P01D13B,P01D14,P01D15A,P01D15B,P01D16,P01D17,P01D18,P01D19,P01D20A,P01D21A,P01D20B,P01D21B,P01D20C,P01D21C,P01D20D,P01D21D,P01D20E,P01D21E,P01D22,P01D23A,P01D23B,P01D24,P01D25,P01D26,P01D27,P01D28,P01D29,P01D30,P01D31A,P01D31B,P01D31C,P01D32,P01D33,P01D34,P01G01,P01H01,P01H02,P01H03,P01H04,P01H05,P01H06,P01H07,P01H08,P01H09,P01H10,P01H11,P01H12,P01H13,P01H14,P01H15,P01H16,P01I01A,P01I01B,P02B01,P02B02A,P02B02B,P02B02C,P02B02D,P02B02E,P02B02F,P02B02G,P02B03A,P02B03B,P02B03C,P02B04A,P02B04B,P02B04C,P02B05A,P02B05B
6,3,2,9184,3628,322,3,5,1,1,1,1,2,2,1,1,1,2,2,2,2,4,1,1000,N/A,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,10000,4,3,0,1,1,1,1,3,10,16,4,,,,,2,,4,1,1,1,1,200,2,,2,,2,,2,,3,,,1,3,3,12,1,2,1,15,0,30,1,2,5,3,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,,,,,,,,
6,3,2,9184,3626,322,2,4,1,1,1,1,2,2,4,2,2,2,2,2,2,2,1,700,N/A,2,,,,,,,,,,,,,,,,,,,,,2,1,0,3,1,98,,,,,,100,0,20,1,1,200,2,3,2,2,2,,2,,1,150,2,,2,,1,1,30,1,1,4,0,1,1,2,3000,1,0,1,1,2,3,1,1,1,1,1,1,2,2,1,1,1,2,2,2,2,2,2,,4,2,2,2,2,2,2,2,,,,,,,,
6,3,2,9184,3627,322,3,3,1,1,1,5,6,2,4,1,2,1,2,2,1,2,4,600,N/A,2,,,,,,,,,,,,,,,,,,,,,2,2,0,1,1,2,2,1,30,28,1,,,,,1,240,4,3,2,2,2,,2,,1,91,2,,1,80,3,,,1,2,0,10,1,1,2,4000,2,0,5,2,2,3,1,1,1,1,1,1,1,1,2,99,99,99,99,99,99,99,2,,2,2,2,2,2,2,2,2,,,,,,,,
6,3,2,9184,3630,322,2,6,1,1,1,1,2,2,2,1,2,1,2,2,1,2,1,600,N/A,2,,,,,,,,,,,,,,,,,,,,,2,1,0,2,1,1,1,1,30,16,3,,,,,2,,3,2,1,1,2,,2,,2,,2,,1,110,3,,,1,4,0,12,1,2,4,1,3,0,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,2,2,,3,2,2,2,2,2,2,2,,,,,,,,
6,2,1,9245,3657,290,2,3,1,1,1,1,4,2,4,1,2,1,2,2,1,3,1,400,N/A,2,,,,,,,,,,,,,,,,,,,,,3,3,0,1,1,2,1,3,30,29,2,,,,,2,,1,4,1,1,2,,2,,2,,2,,1,50,3,,,1,2,0,24,1,1,1,500,0,30,5,1,5,3,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,,2,2,2,2,2,2,2,2,,,,,,,,
6,2,1,9245,3659,290,3,2,1,1,1,1,2,2,2,1,2,1,2,2,1,3,1,1000,N/A,2,,,,,,,,,,,,,,,,,,,,,3,2,0,1,1,2,1,3,30,22,4,,,,,1,128,4,4,1,2,2,,2,,1,150,2,,2,,1,1,35,1,2,0,4,1,1,1,0,,,,2,2,1,1,2,1,1,2,1,1,1,2,99,99,99,99,99,99,99,1,2,2,2,2,2,2,2,2,2,,,,,,,,
6,2,1,9245,3656,290,2,4,1,1,1,5,6,2,7,1,2,2,2,2,2,1,4,200,N/A,2,,,,,,,,,,,,,,,,,,,,,1,1,0,2,1,1,1,3,30,29,4,,,,,1,30,3,4,1,1,2,,2,,2,,2,,2,,2,1,30,2,,,,1,2,4,2000,4,0,1,2,2,3,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,,2,2,2,2,2,2,2,2,,,,,,,,
6,2,1,9245,3661,290,3,1,1,1,1,1,4,2,4,1,2,1,2,2,2,2,4,600,N/A,2,,,,,,,,,,,,,,,,,,,,,2,1,0,1,1,1,2,3,30,25,2,,,,,1,30,4,4,1,1,2,,2,,2,,2,,2,,3,,,1,0,,,1,1,5,1,1,0,1,2,5,3,1,2,2,2,2,2,2,2,2,99,99,99,99,99,99,99,2,,99,2,2,2,2,2,2,2,,,,,,,,
6,2,1,9245,3660,290,2,5,1,1,1,5,6,2,7,2,2,2,2,2,2,1,1,500,N/A,2,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,4,,,,,,500,0,30,1,2,,3,4,1,1,2,,2,,2,,2,,1,50,3,,,1,1,2,12,1,1,4,500,1,0,1,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,,1,2,2,2,2,2,2,2,,,,,,,,
6,2,1,9245,3654,290,3,2,1,1,1,1,4,2,1,1,2,1,2,2,1,3,1,1000,N/A,2,,,,,,,,,,,,,,,,,,,,,3,3,0,3,1,1,1,3,30,28,4,,,,,2,,1,3,1,2,2,,2,,1,10,2,,1,50,3,,,1,2,0,12,1,1,1,0,,,,1,2,1,1,1,1,1,2,2,2,2,2,99,99,99,99,99,99,99,2,,2,2,2,2,2,2,2,2,,,,,,,,
6,2,1,9245,3658,290,3,2,1,1,1,1,4,2,2,2,2,2,2,2,2,1,1,500,N/A,2,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,98,,,,,,900,0,10,98,1,300,4,4,1,2,2,,2,,1,300,2,,2,,3,,,2,,,,1,1,4,3000,2,0,1,2,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,,4,2,2,2,2,2,2,2,,,,,,,,
6,2,1,9245,3655,290,3,4,1,1,1,1,2,2,2,1,2,1,2,2,1,2,1,1000,N/A,2,,,,,,,,,,,,,,,,,,,,,2,1,0,1,1,1,1,3,30,24,4,,,,,2,,4,2,1,1,2,,2,,2,,2,,1,50,3,,,1,1,0,12,1,1,5,2000,1,30,1,1,5,3,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,,,,,,,,
6,3,2,9269,3675,277,2,3,1,1,1,1,2,2,1,2,2,1,2,2,1,2,1,400,N/A,2,,,,,,,,,,,,,,,,,,,,,2,2,0,5,1,4,,,,,,40,1,0,1,2,,5,4,1,1,2,,2,,1,40,1,98,2,,3,,,1,3,3,24,1,2,1,10,0,30,1,2,5,3,1,1,1,2,2,1,2,2,2,99,99,99,99,99,99,99,2,,2,2,2,2,2,2,2,2,,,,,,,,
6,3,2,9269,3678,277,2,2,1,1,1,1,4,2,7,2,2,2,2,2,2,2,1,200,N/A,2,,,,,,,,,,,,,,,,,,,,,2,2,0,1,1,4,,,,,,100,0,30,1,2,,3,4,1,2,2,,2,,2,,2,,2,,6,,,2,,,,1,2,4,200,0,30,1,2,5,1,1,1,2,2,2,2,1,2,2,99,99,99,99,99,99,99,2,,4,2,2,1,2,1,2,2,1,6,SANTA ROSA,,,,2023,9
6,3,2,9269,3670,277,2,4,1,1,1,1,2,2,4,2,2,1,2,2,2,2,4,300,N/A,2,,,,,,,,,,,,,,,,,,,,,2,2,0,1,1,4,,,,,,250,0,25,1,2,,1,4,1,1,2,,2,,1,50,1,40,2,,3,,,1,3,3,12,1,2,5,1000,0,30,5,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,,2,2,2,2,2,2,2,2,,,,,,,,
6,3,2,9269,3674,277,2,4,1,1,1,1,4,2,7,2,2,1,2,2,1,1,4,400,N/A,2,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,4,,,,,,2,0,5,1,2,,1,2,2,1,2,,2,,1,15,2,,2,,3,,,1,4,4,24,1,2,4,2,0,20,1,2,5,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,,2,2,2,2,2,2,2,2,,,,,,,,
6,3,2,9269,3677,277,1,8,1,1,1,1,2,2,4,2,2,1,2,2,1,4,1,2000,N/A,2,,,,,,,,,,,,,,,,,,,,,4,4,0,5,1,4,,,,,,25,0,20,1,2,,5,3,1,1,2,,2,,1,50,2,,2,,3,,,1,4,7,24,1,1,4,20,2,30,1,1,3,1,1,1,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,,2,2,2,2,2,2,2,2,,,,,,,,
6,3,2,9269,3671,277,1,7,1,1,1,1,4,2,4,2,2,1,2,2,1,2,1,500,N/A,2,,,,,,,,,,,,,,,,,,,,,2,1,0,1,1,5,,,,,,500,2,0,1,2,,1,3,1,2,2,,2,,1,10,2,,2,,5,,,1,3,5,0,1,2,1,200,1,0,5,1,5,3,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,,2,2,2,2,2,2,2,2,,,,,,,,
6,3,2,9269,3669,277,2,4,1,1,1,1,4,2,4,2,2,1,2,2,1,3,1,600,N/A,2,,,,,,,,,,,,,,,,,,,,,2,2,1,1,1,5,,,,,,100,1,0,1,2,,4,3,1,2,2,,2,,1,100,1,200,2,,3,,,1,2,3,0,1,2,1,100,2,0,1,1,5,3,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,,2,2,2,2,2,2,2,2,,,,,,,,
6,3,2,9269,3672,277,3,2,1,1,1,1,4,2,4,2,2,1,2,2,1,2,1,800,N/A,2,,,,,,,,,,,,,,,,,,,,,2,2,0,1,1,3,,,,,,300,1,0,1,2,,1,4,1,2,2,,2,,1,12,2,,1,80,3,,,1,3,4,0,1,1,1,100,2,0,2,1,5,1,1,1,1,2,1,1,1,1,2,99,99,99,99,99,99,99,2,,1,2,2,2,2,2,2,2,,,,,,,,
6,3,2,9269,3676,277,2,5,1,1,1,1,4,2,7,2,2,2,2,2,2,2,4,500,N/A,2,,,,,,,,,,,,,,,,,,,,,2,2,0,5,1,4,,,,,,200,0,20,1,2,,4,4,1,1,2,,2,,1,50,2,,2,,3,,,2,,,,1,2,2,2000,2,0,1,2,3,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,,3,2,2,2,2,2,2,2,,,,,,,,
6,3,2,9269,3673,277,3,4,1,1,1,1,4,2,4,2,2,1,2,2,1,2,3,N/A,200,2,,,,,,,,,,,,,,,,,,,,,2,2,0,5,1,4,,,,,,100,0,10,2,2,,3,3,1,2,2,,2,,2,,2,,2,,3,,,1,3,4,0,1,2,1,20,0,25,2,2,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,,1,2,2,2,2,2,2,2,,,,,,,,
7,3,2,9469,3757,123,3,4,1,1,1,1,2,2,4,2,2,1,2,2,2,2,1,1000,N/A,2,,,,,,,,,,,,,,,,,,,,,2,1,1,1,1,3,,,,,,100,0,5,1,2,,1,4,1,1,2,,2,,1,140,1,150,2,,7,,,1,0,,,1,1,4,4000,2,0,1,1,5,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,,2,2,2,2,2,2,2,2,,,,,,,,
7,3,2,9469,3761,123,3,5,1,1,1,1,4,2,2,1,2,1,2,2,1,3,1,1000,N/A,2,,,,,,,,,,,,,,,,,,,,,3,2,0,3,1,2,1,1,0,0,24,,,,,2,,2,4,1,1,2,,2,,1,5,2,,2,,4,,,1,15,8,24,1,2,4,1000,1,45,1,1,5,1,1,1,1,1,2,1,1,2,1,2,1,2,1,1,2,2,2,,1,2,2,2,2,2,2,2,,,,,,,,
7,3,2,9469,3763,123,2,5,1,1,1,1,4,2,1,1,2,1,2,1,1,4,1,500,N/A,2,,,,,,,,,,,,,,,,,,,,,3,3,0,1,1,1,1,1,1,0,0,,,,,2,,1,4,1,1,2,,2,,1,80,1,150,1,50,3,,,1,0,,,1,1,4,10,0,5,1,1,5,1,1,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,,1,2,2,2,2,2,2,2,,,,,,,,
7,3,2,9469,3756,123,3,5,1,1,1,1,2,2,4,1,2,1,2,2,1,3,1,500,N/A,2,,,,,,,,,,,,,,,,,,,,,3,3,0,5,1,2,1,3,8,0,6,,,,,2,,5,4,1,1,2,,2,,1,200,2,,2,,3,,,1,1,1,24,1,2,1,100,0,10,1,1,5,1,1,1,1,2,2,2,2,2,1,1,1,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,,,,,,,,
7,3,2,9469,3759,123,2,3,1,1,1,1,2,2,1,1,2,1,2,2,1,3,4,300,N/A,2,,,,,,,,,,,,,,,,,,,,,3,1,0,5,1,1,1,1,50,0,24,,,,,2,,1,4,1,1,2,,2,,1,100,2,,2,,6,,,1,1,2,24,1,2,1,1000,0,30,2,1,5,3,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,,2,2,2,2,2,2,2,2,,,,,,,,
7,3,2,9469,3762,123,3,2,1,1,1,1,5,2,6,1,2,1,2,2,1,2,1,500,N/A,2,,,,,,,,,,,,,,,,,,,,,2,2,0,1,1,1,1,3,2,8,24,,,,,2,,1,3,1,1,2,,2,,1,200,1,100,1,50,7,,,1,3,3,24,1,1,4,10,0,15,1,1,5,1,1,2,1,1,2,2,2,2,2,99,99,99,99,99,99,99,1,1,1,2,2,2,2,2,2,2,,,,,,,,
7,3,2,9469,3764,123,3,1,1,1,1,1,4,2,7,1,2,1,2,2,1,2,1,500,N/A,2,,,,,,,,,,,,,,,,,,,,,2,2,0,5,1,1,1,1,60,3,3,,,,,2,,1,3,1,1,2,,2,,1,6,2,,2,,1,1,3,1,2,2,12,1,1,4,100,2,0,1,1,5,3,1,1,1,1,1,1,1,1,2,99,99,99,99,99,99,99,2,,2,2,2,2,2,2,2,2,,,,,,,,
7,3,2,9469,3758,123,3,5,1,1,1,1,2,2,1,1,1,1,2,1,1,4,1,3000,N/A,2,,,,,,,,,,,,,,,,,,,,,4,3,0,1,1,1,1,1,10,0,24,,,,,2,,1,1,1,1,2,,2,,1,75,2,,2,,6,,,1,1,0,24,1,1,4,450,0,10,1,1,5,3,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,,,,,,,,
7,3,2,9469,3760,123,3,4,1,1,1,1,2,2,1,1,2,1,2,1,1,2,1,1000,N/A,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,125000,2,2,0,1,1,1,1,3,35,0,24,,,,,2,,1,2,1,1,1,200,2,,1,50,2,,2,,3,,,1,2,1,24,1,2,1,2000,0,30,5,1,5,2,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,,2,2,2,2,2,2,2,2,,,,,,,,
7,2,1,9499,3781,308,3,4,1,1,1,1,2,1,1,1,1,1,2,2,1,2,1,5000,N/A,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,200000,2,2,0,1,1,1,1,3,5,0,24,,,,,2,,3,1,1,1,2,,2,,1,50,2,,2,,1,1,5,1,0,,,1,2,1,10,0,5,1,1,5,3,1,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,,3,2,2,2,2,2,2,2,,,,,,,,
7,2,1,9499,3784,308,2,4,1,1,1,5,6,2,4,1,2,1,2,2,1,1,1,500,N/A,2,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,1,1,3,4,0,24,,,,,2,,1,4,1,1,2,,2,,1,20,2,,1,30,3,,,1,1,3,2,1,2,1,2000,1,0,1,1,4,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,,,,,,,,
7,2,1,9499,3782,308,2,7,1,1,1,1,4,2,4,1,1,1,2,2,1,4,1,1000,N/A,2,,,,,,,,,,,,,,,,,,,,,4,4,0,1,1,1,1,3,25,1,24,,,,,2,,1,1,1,1,2,,2,,1,100,1,150,1,40,1,1,30,1,3,2,24,1,2,1,1,0,5,1,1,5,3,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,,2,2,2,2,2,2,2,2,,,,,,,,
7,2,1,9499,3783,308,2,10,1,1,1,1,2,1,1,1,1,1,2,2,1,5,1,3000,N/A,2,,,,,,,,,,,,,,,,,,,,,5,5,0,1,1,1,1,3,2,0,24,,,,,2,,1,1,1,1,2,,2,,1,250,1,200,1,35,1,1,1,1,1,3,22,1,1,1,10,0,2,1,1,4,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,,2,2,2,2,2,2,2,2,,,,,,,,
7,2,1,9499,3786,308,2,4,1,1,1,1,2,2,1,1,1,2,2,2,2,3,1,300,N/A,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2000,3,2,0,5,1,1,2,1,2,2,24,,,,,2,,3,1,1,2,2,,2,,1,150,1,100,1,40,1,1,5,2,,,,1,2,1,300,0,20,98,1,5,2,1,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,,2,2,2,2,2,2,2,2,,,,,,,,
7,2,1,9499,3787,308,3,1,1,1,1,1,2,2,4,1,1,1,1,2,1,1,1,400,N/A,2,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,1,2,3,3,0,24,,,,,2,,1,1,2,1,1,175,1,0,1,10,1,0,1,40,3,,,1,1,2,22,1,2,1,500,0,10,1,1,4,1,1,2,2,2,2,2,2,2,2,99,99,99,99,99,99,99,2,,2,2,2,2,2,2,2,2,,,,,,,,
7,2,1,9499,3785,308,3,1,1,1,1,1,2,1,1,1,1,1,2,2,1,7,1,2500,N/A,2,,,,,,,,,,,,,,,,,,,,,7,4,0,1,1,1,1,3,0,2,24,,,,,2,,2,1,1,1,2,,2,,1,300,1,200,1,40,1,1,50,1,4,1,24,1,1,98,40,0,10,1,1,5,2,1,2,1,1,2,2,2,2,2,99,99,99,99,99,99,99,1,1,3,2,2,2,2,2,2,2,,,,,,,,
7,2,1,9616,3838,315,2,5,1,1,1,1,2,2,1,1,1,1,2,2,1,2,1,2000,N/A,2,,,,,,,,,,,,,,,,,,,,,2,1,0,1,1,1,1,3,0,7,24,,,,,2,,5,1,1,1,2,,2,,1,11,2,,2,,3,,,1,3,3,24,1,2,1,10,0,15,1,1,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,,3,2,2,2,2,1,2,2,1,7,SOLOLÁ,,,,2022,7
7,2,1,9616,3839,315,3,2,1,1,1,5,6,2,7,1,1,1,2,2,1,1,1,500,N/A,2,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,1,1,3,0,1,4,,,,,2,,1,1,1,1,2,,2,,1,55,2,,2,,3,,,1,2,0,24,1,2,1,5,0,30,1,2,5,3,1,1,2,2,2,2,1,2,2,99,99,99,99,99,99,99,2,,2,2,2,2,2,2,2,2,,,,,,,,
7,2,1,9616,3834,315,2,11,1,1,1,1,5,2,7,1,1,1,2,2,1,3,1,1000,N/A,2,,,,,,,,,,,,,,,,,,,,,3,3,0,1,1,1,1,3,0,0,24,,,,,2,,1,1,1,1,2,,2,,1,10,2,,2,,3,,,1,3,3,22,1,2,1,3000,2,0,1,2,4,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,,,,,,,,
7,2,1,9616,3835,315,2,5,1,1,1,5,6,2,7,1,1,1,2,2,1,1,1,700,N/A,2,,,,,,,,,,,,,,,,,,,,,1,1,0,5,1,1,1,3,10,0,24,,,,,2,,3,4,1,2,2,,2,,1,120,2,,2,,5,,,1,0,,,1,2,1,3000,2,0,1,1,5,3,1,1,1,2,1,2,2,1,1,2,2,1,1,1,2,2,2,,2,2,2,2,2,2,2,2,,,,,,,,
7,2,1,9616,3840,315,1,8,1,1,1,5,6,2,7,1,1,1,2,2,1,1,1,800,N/A,2,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,1,1,3,0,0,24,,,,,2,,5,1,1,1,2,,2,,1,100,2,,2,,4,,,1,8,4,24,1,2,5,1000,5,0,1,2,5,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,,2,2,2,2,2,2,2,2,,,,,,,,
7,2,1,9616,3833,315,2,3,1,1,1,1,5,2,7,1,1,1,2,2,1,3,1,500,N/A,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,12000,3,2,0,1,1,1,2,3,0,1,24,,,,,2,,1,1,1,1,2,,2,,1,50,2,,1,25,5,,,1,3,3,24,1,2,4,3,1,30,1,1,5,3,2,2,1,1,2,2,2,2,2,99,99,99,99,99,99,99,2,,2,2,2,2,2,2,2,2,,,,,,,,
7,2,1,9616,3837,315,2,3,1,1,1,1,2,2,1,1,1,1,2,2,1,5,1,1500,N/A,2,,,,,,,,,,,,,,,,,,,,,5,2,0,1,1,1,1,1,0,0,24,,,,,2,,2,1,1,1,2,,2,,1,210,2,,1,50,3,,,1,5,3,24,1,2,1,10,0,5,1,1,4,3,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,,2,2,2,2,2,2,2,2,,,,,,,,
7,2,1,9616,3832,315,2,2,1,1,1,5,6,2,7,1,1,1,2,1,1,2,1,500,N/A,2,,,,,,,,,,,,,,,,,,,,,2,1,0,2,1,1,1,3,5,0,24,,,,,2,,1,4,1,2,2,,2,,1,100,2,,1,50,5,,,1,0,,,1,2,1,1000,0,30,1,1,5,3,1,1,1,1,1,1,1,1,2,99,99,99,99,99,99,99,2,,2,2,2,2,2,2,2,2,,,,,,,,
7,2,1,9616,3836,315,3,2,1,1,1,1,1,2,4,1,1,1,2,2,1,2,1,1000,N/A,2,,,,,,,,,,,,,,,,,,,,,2,1,0,1,1,1,1,3,5,3,24,,,,,2,,1,1,1,1,2,,2,,1,150,2,,1,50,3,,,1,7,4,24,1,2,1,1000,1,30,1,1,4,3,1,2,2,2,2,2,2,2,2,99,99,99,99,99,99,99,2,,2,2,2,2,2,2,2,2,,,,,,,,
7,2,1,9681,3871,309,3,3,1,1,1,1,5,2,7,1,1,1,2,2,1,1,1,600,N/A,2,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,1,1,3,0,0,24,,,,,2,,1,1,1,1,2,,2,,1,60,2,,2,,3,,,1,5,3,24,1,2,1,1000,0,40,5,2,5,3,1,1,1,1,1,1,2,1,1,2,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,,,,,,,,
7,2,1,9681,3869,309,3,3,1,1,1,1,5,2,7,1,2,1,2,2,1,3,1,500,N/A,2,,,,,,,,,,,,,,,,,,,,,3,3,0,1,1,1,1,3,0,0,24,,,,,2,,1,4,1,1,2,,2,,1,100,2,,2,,3,,,1,2,0,24,1,2,1,1000,0,15,1,2,5,3,1,1,1,1,2,2,2,1,1,2,1,1,1,2,2,1,2,,2,2,2,2,2,2,2,2,,,,,,,,
7,2,1,9681,3866,309,2,3,1,1,1,1,5,2,7,1,1,1,2,2,2,1,1,500,N/A,2,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,3,0,0,24,,,,,2,,1,1,1,1,2,,2,,1,11,2,,1,50,3,,,1,2,2,22,1,2,1,800,0,15,1,1,4,1,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,,2,2,2,2,2,2,2,2,,,,,,,,
7,2,1,9681,3873,309,3,4,1,1,1,1,2,2,1,1,1,1,2,2,1,3,1,700,N/A,2,,,,,,,,,,,,,,,,,,,,,3,1,0,1,1,1,1,3,0,15,24,,,,,2,,1,1,1,1,2,,2,,1,100,2,,1,55,3,,,1,3,3,24,1,2,1,1000,3,0,1,2,5,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,,2,2,2,2,2,2,2,2,,,,,,,,
7,2,1,9681,3872,309,2,4,1,1,1,1,2,2,4,1,1,1,2,2,1,2,1,700,N/A,2,,,,,,,,,,,,,,,,,,,,,2,2,0,1,1,1,1,3,2,7,24,,,,,1,125,5,2,1,1,2,,2,,1,50,2,,1,50,3,,,1,4,8,24,1,2,1,10,0,5,1,1,5,1,1,1,1,1,1,2,1,2,1,2,2,1,1,1,2,2,2,,2,2,2,2,2,2,2,2,,,,,,,,
7,2,1,9681,3870,309,3,3,1,1,1,1,5,2,7,1,1,1,2,2,1,1,1,700,N/A,2,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,1,1,3,0,3,24,,,,,2,,1,1,1,2,2,,2,,2,,2,,2,,3,,,1,2,3,22,1,2,1,2000,1,0,1,2,4,1,1,2,2,2,2,2,2,2,2,99,99,99,99,99,99,99,2,,2,2,2,2,2,2,2,2,,,,,,,,
7,2,1,9681,3867,309,3,2,1,1,1,1,2,1,6,1,1,1,2,2,1,3,1,3000,N/A,2,,,,,,,,,,,,,,,,,,,,,3,2,0,1,1,1,1,3,0,0,24,,,,,2,,5,1,1,1,2,,2,,1,250,2,,1,55,3,,,1,5,5,24,1,2,1,10,0,5,1,1,5,2,2,2,2,2,2,2,2,2,2,99,99,99,99,99,99,99,2,,3,2,2,2,2,2,2,2,,,,,,,,
7,2,1,9681,3874,309,2,4,1,1,1,1,5,2,4,1,1,1,2,2,1,1,1,700,N/A,2,,,,,,,,,,,,,,,,,,,,,1,1,0,5,1,1,1,3,0,5,24,,,,,2,,1,1,1,2,2,,2,,1,110,2,,2,,3,,,1,4,4,24,1,2,1,1,3,0,1,2,5,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,,3,2,2,2,2,2,2,2,,,,,,,,
7,2,1,9681,3868,309,2,7,1,1,1,1,2,2,1,1,1,1,2,2,1,4,1,1000,N/A,2,,,,,,,,,,,,,,,,,,,,,4,3,0,1,1,1,1,3,0,0,24,,,,,2,,5,1,1,1,2,,2,,1,480,2,,1,20,3,,,1,5,0,24,1,1,1,1000,0,30,1,1,5,3,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,,,,,,,,
7,2,1,9696,3887,218,3,5,1,1,1,1,2,2,4,1,1,1,2,2,1,2,1,500,N/A,2,,,,,,,,,,,,,,,,,,,,,2,2,0,1,1,1,1,1,12,15,5,,,,,2,,1,1,1,1,2,,2,,1,10,2,,1,50,1,1,90,1,5,7,24,1,1,4,4000,1,30,2,1,5,1,1,2,2,1,2,2,1,2,1,2,2,2,2,2,1,1,2,,1,2,2,2,2,2,2,2,,,,,,,,
7,2,1,9696,3885,218,2,4,1,1,1,1,2,2,1,1,1,1,2,2,1,2,1,1000,N/A,2,,,,,,,,,,,,,,,,,,,,,2,1,0,1,1,1,1,1,10,4,5,,,,,2,,5,1,1,1,2,,2,,1,20,2,,1,50,1,1,1,1,1,0,24,1,2,1,1000,0,30,5,1,5,1,1,2,2,2,1,2,2,2,2,99,99,99,99,99,99,99,2,,1,2,2,2,2,2,2,2,,,,,,,,
7,2,1,9696,3891,218,3,6,1,1,1,1,2,1,1,1,1,1,1,2,1,8,1,1000,N/A,2,,,,,,,,,,,,,,,,,,,,,8,5,2,1,1,1,1,1,1,3,8,,,,,2,,1,1,1,1,1,190,2,,2,,2,,2,,3,,,1,2,1,24,1,2,4,5000,0,15,5,1,5,3,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,,,,,,,,
